HDR,ROLLING SYSTEM DEMAND,
VD,2.02109E+13,27436
VD,2.02109E+13,27209
VD,2.02109E+13,26988
VD,2.02109E+13,26706
VD,2.02109E+13,26440
VD,2.02109E+13,26216
VD,2.02109E+13,26087
VD,2.02109E+13,25904
VD,2.02109E+13,25669
VD,2.02109E+13,25536
VD,2.02109E+13,25364
VD,2.02109E+13,25084
VD,2.02109E+13,24834
VD,2.02109E+13,24626
VD,2.02109E+13,24422
VD,2.02109E+13,24325
VD,2.02109E+13,24211
VD,2.02109E+13,24147
VD,2.02109E+13,24119
VD,2.02109E+13,24194
VD,2.02109E+13,24100
VD,2.02109E+13,24096
VD,2.02109E+13,24019
VD,2.02109E+13,23811
VD,2.02109E+13,23640
VD,2.02109E+13,23581
VD,2.02109E+13,23472
VD,2.02109E+13,23397
VD,2.02109E+13,23380
VD,2.02109E+13,23333
VD,2.02109E+13,23268
VD,2.02109E+13,23174
VD,2.02109E+13,23058
VD,2.02109E+13,22829
VD,2.02109E+13,22832
VD,2.02109E+13,22858
VD,2.02109E+13,22818
VD,2.02109E+13,22782
VD,2.02109E+13,22754
VD,2.02109E+13,22972
VD,2.02109E+13,23123
VD,2.02109E+13,23073
VD,2.02109E+13,23129
VD,2.02109E+13,23082
VD,2.02109E+13,23046
VD,2.02109E+13,22999
VD,2.02109E+13,22938
VD,2.02109E+13,22909
VD,2.02109E+13,22814
VD,2.02109E+13,22761
VD,2.02109E+13,22626
VD,2.02109E+13,22553
VD,2.02109E+13,22733
VD,2.02109E+13,22724
VD,2.02109E+13,22684
VD,2.02109E+13,22676
VD,2.02109E+13,22676
VD,2.02109E+13,22678
VD,2.02109E+13,22671
VD,2.02109E+13,22716
VD,2.02109E+13,22676
VD,2.02109E+13,22692
VD,2.02109E+13,22690
VD,2.02109E+13,22673
VD,2.02109E+13,22658
VD,2.02109E+13,22671
VD,2.02109E+13,22718
VD,2.02109E+13,22799
VD,2.02109E+13,22778
VD,2.02109E+13,22813
VD,2.02109E+13,22818
VD,2.02109E+13,22834
VD,2.02109E+13,22840
VD,2.02109E+13,22903
VD,2.02109E+13,22878
VD,2.02109E+13,22559
VD,2.02109E+13,22539
VD,2.02109E+13,22628
VD,2.02109E+13,22729
VD,2.02109E+13,22611
VD,2.02109E+13,22678
VD,2.02109E+13,22573
VD,2.02109E+13,22640
VD,2.02109E+13,22778
VD,2.02109E+13,23047
VD,2.02109E+13,23333
VD,2.02109E+13,23548
VD,2.02109E+13,24085
VD,2.02109E+13,24460
VD,2.02109E+13,24608
VD,2.02109E+13,24836
VD,2.02109E+13,25221
VD,2.02109E+13,25562
VD,2.02109E+13,26004
VD,2.02109E+13,26472
VD,2.02109E+13,26647
VD,2.02109E+13,26796
VD,2.02109E+13,27152
VD,2.02109E+13,27505
VD,2.02109E+13,28046
VD,2.02109E+13,28479
VD,2.02109E+13,28699
VD,2.02109E+13,28856
VD,2.02109E+13,29069
VD,2.02109E+13,29318
VD,2.02109E+13,29524
VD,2.02109E+13,29683
VD,2.02109E+13,29860
VD,2.02109E+13,29948
VD,2.02109E+13,29877
VD,2.02109E+13,30085
VD,2.02109E+13,30378
VD,2.02109E+13,30616
VD,2.02109E+13,30740
VD,2.02109E+13,30711
VD,2.02109E+13,30681
VD,2.02109E+13,30618
VD,2.02109E+13,30618
VD,2.02109E+13,30576
VD,2.02109E+13,30375
VD,2.02109E+13,30325
VD,2.02109E+13,30197
VD,2.02109E+13,30196
VD,2.02109E+13,30178
VD,2.02109E+13,30280
VD,2.02109E+13,30198
VD,2.02109E+13,30301
VD,2.02109E+13,30255
VD,2.02109E+13,30151
VD,2.02109E+13,30175
VD,2.02109E+13,30080
VD,2.02109E+13,29929
VD,2.02109E+13,29970
VD,2.02109E+13,29921
VD,2.02109E+13,29886
VD,2.02109E+13,29848
VD,2.02109E+13,29800
VD,2.02109E+13,31099
VD,2.02109E+13,29263
VD,2.02109E+13,30180
VD,2.02109E+13,29997
VD,2.02109E+13,29536
VD,2.02109E+13,29414
VD,2.02109E+13,29316
VD,2.02109E+13,29305
VD,2.02109E+13,29409
VD,2.02109E+13,29550
VD,2.02109E+13,29538
VD,2.02109E+13,29563
VD,2.02109E+13,29520
VD,2.02109E+13,29519
VD,2.02109E+13,29501
VD,2.02109E+13,29464
VD,2.02109E+13,29542
VD,2.02109E+13,29388
VD,2.02109E+13,29256
VD,2.02109E+13,29297
VD,2.02109E+13,29383
VD,2.02109E+13,29449
VD,2.02109E+13,29501
VD,2.02109E+13,29533
VD,2.02109E+13,29525
VD,2.02109E+13,29480
VD,2.02109E+13,29409
VD,2.02109E+13,29393
VD,2.02109E+13,29388
VD,2.02109E+13,29370
VD,2.02109E+13,29244
VD,2.02109E+13,29268
VD,2.02109E+13,29181
VD,2.02109E+13,29136
VD,2.02109E+13,29096
VD,2.02109E+13,29089
VD,2.02109E+13,29043
VD,2.02109E+13,29076
VD,2.02109E+13,29235
VD,2.02109E+13,29228
VD,2.02109E+13,29117
VD,2.02109E+13,29019
VD,2.02109E+13,29053
VD,2.02109E+13,29067
VD,2.02109E+13,29034
VD,2.02109E+13,28997
VD,2.02109E+13,29078
VD,2.02109E+13,29064
VD,2.02109E+13,29086
VD,2.02109E+13,29037
VD,2.02109E+13,29061
VD,2.02109E+13,29111
VD,2.02109E+13,29191
VD,2.02109E+13,29270
VD,2.02109E+13,29203
VD,2.02109E+13,29301
VD,2.02109E+13,29336
VD,2.02109E+13,29315
VD,2.02109E+13,29372
VD,2.02109E+13,29291
VD,2.02109E+13,29194
VD,2.02109E+13,29233
VD,2.02109E+13,29194
VD,2.02109E+13,29281
VD,2.02109E+13,29511
VD,2.02109E+13,29695
VD,2.02109E+13,29840
VD,2.02109E+13,29950
VD,2.02109E+13,30135
VD,2.02109E+13,30210
VD,2.02109E+13,30417
VD,2.02109E+13,30751
VD,2.02109E+13,30958
VD,2.02109E+13,31067
VD,2.02109E+13,31234
VD,2.02109E+13,31401
VD,2.02109E+13,31436
VD,2.02109E+13,31586
VD,2.02109E+13,31802
VD,2.02109E+13,32088
VD,2.02109E+13,32282
VD,2.02109E+13,32471
VD,2.02109E+13,32528
VD,2.02109E+13,32620
VD,2.02109E+13,32758
VD,2.02109E+13,32984
VD,2.02109E+13,33076
VD,2.02109E+13,33118
VD,2.02109E+13,33358
VD,2.02109E+13,33299
VD,2.02109E+13,33342
VD,2.02109E+13,33365
VD,2.02109E+13,33407
VD,2.02109E+13,33663
VD,2.02109E+13,33667
VD,2.02109E+13,33613
VD,2.02109E+13,33495
VD,2.02109E+13,33380
VD,2.02109E+13,33373
VD,2.02109E+13,33396
VD,2.02109E+13,33587
VD,2.02109E+13,33673
VD,2.02109E+13,33669
VD,2.02109E+13,33661
VD,2.02109E+13,33651
VD,2.02109E+13,33627
VD,2.02109E+13,33627
VD,2.02109E+13,33546
VD,2.02109E+13,33508
VD,2.02109E+13,33534
VD,2.02109E+13,33533
VD,2.02109E+13,33526
VD,2.02109E+13,33658
VD,2.02109E+13,33698
VD,2.02109E+13,33745
VD,2.02109E+13,33735
VD,2.02109E+13,33900
VD,2.02109E+13,33893
VD,2.02109E+13,33917
VD,2.02109E+13,33776
VD,2.02109E+13,33657
VD,2.02109E+13,33555
VD,2.02109E+13,33289
VD,2.02109E+13,32964
VD,2.02109E+13,33257
VD,2.02109E+13,33213
VD,2.02109E+13,33126
VD,2.02109E+13,32823
VD,2.02109E+13,32551
VD,2.02109E+13,32189
VD,2.02109E+13,32147
VD,2.02109E+13,31996
VD,2.02109E+13,31673
VD,2.02109E+13,31344
VD,2.02109E+13,31205
VD,2.02109E+13,30833
VD,2.02109E+13,30842
VD,2.02109E+13,30788
VD,2.02109E+13,30790
VD,2.02109E+13,30712
VD,2.02109E+13,30434
VD,2.02109E+13,30238
VD,2.02109E+13,30114
VD,2.02109E+13,30036
VD,2.02109E+13,29911
VD,2.02109E+13,29730
VD,2.02109E+13,29440
VD,2.02109E+13,29294
VD,2.02109E+13,29366
VD,2.02109E+13,29273
VD,2.02109E+13,29274
VD,2.02109E+13,29353
VD,2.02109E+13,29286
VD,2.02109E+13,29013
VD,2.02109E+13,28620
VD,2.02109E+13,28305
VD,2.02109E+13,28019
VD,2.02109E+13,27823
VD,2.02109E+13,27570
VD,2.02109E+13,27411
VD,2.02109E+13,27166
VD,2.02109E+13,26913
VD,2.02109E+13,26640
VD,2.02109E+13,26466
VD,2.02109E+13,26347
VD,2.02109E+13,26258
VD,2.02109E+13,26180
VD,2.02109E+13,26063
VD,2.02109E+13,25942
VD,2.02109E+13,25795
VD,2.02109E+13,25534
VD,2.02109E+13,25320
VD,2.02109E+13,25180
VD,2.02109E+13,25055
VD,2.02109E+13,25038
VD,2.02109E+13,24976
VD,2.02109E+13,24880
VD,2.02109E+13,24770
VD,2.02109E+13,24509
VD,2.02109E+13,24474
VD,2.02109E+13,24357
VD,2.02109E+13,24242
VD,2.02109E+13,24096
VD,2.02109E+13,24016
VD,2.02109E+13,24099
VD,2.02109E+13,24103
VD,2.02109E+13,24110
VD,2.02109E+13,24072
VD,2.02109E+13,24010
VD,2.02109E+13,23940
VD,2.02109E+13,24038
VD,2.02109E+13,24003
VD,2.02109E+13,23919
VD,2.02109E+13,23996
VD,2.02109E+13,23932
VD,2.02109E+13,23920
VD,2.02109E+13,23835
VD,2.02109E+13,23851
VD,2.02109E+13,23798
VD,2.02109E+13,23657
VD,2.02109E+13,23513
VD,2.02109E+13,23473
VD,2.02109E+13,23583
VD,2.02109E+13,23638
VD,2.02109E+13,23619
VD,2.02109E+13,23605
VD,2.02109E+13,23616
VD,2.02109E+13,23622
VD,2.02109E+13,23621
VD,2.02109E+13,23612
VD,2.02109E+13,23642
VD,2.02109E+13,23578
VD,2.02109E+13,23577
VD,2.02109E+13,23547
VD,2.02109E+13,23552
VD,2.02109E+13,23499
VD,2.02109E+13,23525
VD,2.02109E+13,23580
VD,2.02109E+13,23624
VD,2.02109E+13,23595
VD,2.02109E+13,23645
VD,2.02109E+13,23685
VD,2.02109E+13,23715
VD,2.02109E+13,23684
VD,2.02109E+13,23759
VD,2.02109E+13,23807
VD,2.02109E+13,23735
VD,2.02109E+13,24057
VD,2.02109E+13,24209
VD,2.02109E+13,24278
VD,2.02109E+13,24358
VD,2.02109E+13,24393
VD,2.02109E+13,24535
VD,2.02109E+13,24733
VD,2.02109E+13,24851
VD,2.02109E+13,25010
VD,2.02109E+13,25319
VD,2.02109E+13,25566
VD,2.02109E+13,26106
VD,2.02109E+13,26574
VD,2.02109E+13,27004
VD,2.02109E+13,27145
VD,2.02109E+13,27314
VD,2.02109E+13,27528
VD,2.02109E+13,27769
VD,2.02109E+13,27894
VD,2.02109E+13,27876
VD,2.02109E+13,27958
VD,2.02109E+13,28206
VD,2.02109E+13,28457
VD,2.02109E+13,28824
VD,2.02109E+13,29375
VD,2.02109E+13,29815
VD,2.02109E+13,30003
VD,2.02109E+13,30205
VD,2.02109E+13,30400
VD,2.02109E+13,30338
VD,2.02109E+13,30533
VD,2.02109E+13,30737
VD,2.02109E+13,30749
VD,2.02109E+13,30855
VD,2.02109E+13,30965
VD,2.02109E+13,31136
VD,2.02109E+13,31286
VD,2.02109E+13,31517
VD,2.02109E+13,31544
VD,2.02109E+13,31582
VD,2.02109E+13,31571
VD,2.02109E+13,31597
VD,2.02109E+13,31461
VD,2.02109E+13,31419
VD,2.02109E+13,31486
VD,2.02109E+13,31495
VD,2.02109E+13,31672
VD,2.02109E+13,31829
VD,2.02109E+13,31840
VD,2.02109E+13,31888
VD,2.02109E+13,31894
VD,2.02109E+13,31974
VD,2.02109E+13,31889
VD,2.02109E+13,31959
VD,2.02109E+13,31883
VD,2.02109E+13,31664
VD,2.02109E+13,31575
VD,2.02109E+13,31620
VD,2.02109E+13,31515
VD,2.02109E+13,31399
VD,2.02109E+13,31408
VD,2.02109E+13,31408
VD,2.02109E+13,31386
VD,2.02109E+13,31495
VD,2.02109E+13,31595
VD,2.02109E+13,31499
VD,2.02109E+13,31322
VD,2.02109E+13,31330
VD,2.02109E+13,31382
VD,2.02109E+13,31367
VD,2.02109E+13,31317
VD,2.02109E+13,31174
VD,2.02109E+13,31128
VD,2.02109E+13,31110
VD,2.02109E+13,31147
VD,2.02109E+13,31057
VD,2.02109E+13,31130
VD,2.02109E+13,31364
VD,2.02109E+13,31318
VD,2.02109E+13,31400
VD,2.02109E+13,31386
VD,2.02109E+13,31373
VD,2.02109E+13,31346
VD,2.02109E+13,31316
VD,2.02109E+13,31317
VD,2.02109E+13,31293
VD,2.02109E+13,31292
VD,2.02109E+13,31393
VD,2.02109E+13,31330
VD,2.02109E+13,31229
VD,2.02109E+13,31241
VD,2.02109E+13,31222
VD,2.02109E+13,31151
VD,2.02109E+13,31153
VD,2.02109E+13,31155
VD,2.02109E+13,31210
VD,2.02109E+13,31301
VD,2.02109E+13,31298
VD,2.02109E+13,31165
VD,2.02109E+13,31044
VD,2.02109E+13,30843
VD,2.02109E+13,30738
VD,2.02109E+13,30597
VD,2.02109E+13,30521
VD,2.02109E+13,30496
VD,2.02109E+13,30439
VD,2.02109E+13,30452
VD,2.02109E+13,30463
VD,2.02109E+13,30440
VD,2.02109E+13,30508
VD,2.02109E+13,30478
VD,2.02109E+13,30410
VD,2.02109E+13,30270
VD,2.02109E+13,30444
VD,2.02109E+13,30474
VD,2.02109E+13,30467
VD,2.02109E+13,30469
VD,2.02109E+13,30366
VD,2.02109E+13,30252
VD,2.02109E+13,30309
VD,2.02109E+13,30129
VD,2.02109E+13,30065
VD,2.02109E+13,30156
VD,2.02109E+13,30208
VD,2.02109E+13,30262
VD,2.02109E+13,30223
VD,2.02109E+13,30392
VD,2.02109E+13,30562
VD,2.02109E+13,30737
VD,2.02109E+13,31096
VD,2.02109E+13,31379
VD,2.02109E+13,31594
VD,2.02109E+13,31693
VD,2.02109E+13,31837
VD,2.02109E+13,32072
VD,2.02109E+13,32239
VD,2.02109E+13,32292
VD,2.02109E+13,32528
VD,2.02109E+13,32643
VD,2.02109E+13,32759
VD,2.02109E+13,32870
VD,2.02109E+13,32959
VD,2.02109E+13,33130
VD,2.02109E+13,33190
VD,2.02109E+13,33182
VD,2.02109E+13,33250
VD,2.02109E+13,33408
VD,2.02109E+13,33588
VD,2.02109E+13,33699
VD,2.02109E+13,33760
VD,2.02109E+13,33732
VD,2.02109E+13,33835
VD,2.02109E+13,33940
VD,2.02109E+13,33906
VD,2.02109E+13,33871
VD,2.02109E+13,33953
VD,2.02109E+13,33892
VD,2.02109E+13,33799
VD,2.02109E+13,33840
VD,2.02109E+13,33891
VD,2.02109E+13,33839
VD,2.02109E+13,33835
VD,2.02109E+13,33830
VD,2.02109E+13,33760
VD,2.02109E+13,33695
VD,2.02109E+13,33602
VD,2.02109E+13,33533
VD,2.02109E+13,33619
VD,2.02109E+13,33661
VD,2.02109E+13,33607
VD,2.02109E+13,33593
VD,2.02109E+13,33498
VD,2.02109E+13,33495
VD,2.02109E+13,33565
VD,2.02109E+13,33623
VD,2.02109E+13,33634
VD,2.02109E+13,33733
VD,2.02109E+13,33765
VD,2.02109E+13,33585
VD,2.02109E+13,33617
VD,2.02109E+13,33548
VD,2.02109E+13,33370
VD,2.02109E+13,33183
VD,2.02109E+13,33018
VD,2.02109E+13,32861
VD,2.02109E+13,32816
VD,2.02109E+13,32697
VD,2.02109E+13,32356
VD,2.02109E+13,32167
VD,2.02109E+13,32065
VD,2.02109E+13,31900
VD,2.02109E+13,31739
VD,2.02109E+13,31590
VD,2.02109E+13,31461
VD,2.02109E+13,31420
VD,2.02109E+13,31146
VD,2.02109E+13,31067
VD,2.02109E+13,31110
VD,2.02109E+13,31080
VD,2.02109E+13,30753
VD,2.02109E+13,30603
VD,2.02109E+13,30459
VD,2.02109E+13,30299
VD,2.02109E+13,30435
VD,2.02109E+13,30259
VD,2.02109E+13,29855
VD,2.02109E+13,29594
VD,2.02109E+13,29410
VD,2.02109E+13,29102
VD,2.02109E+13,29010
VD,2.02109E+13,28863
VD,2.02109E+13,28721
VD,2.02109E+13,28587
VD,2.02109E+13,28408
VD,2.02109E+13,28142
VD,2.02109E+13,28112
VD,2.02109E+13,27973
VD,2.02109E+13,27812
VD,2.02109E+13,27595
VD,2.02109E+13,27374
VD,2.02109E+13,27067
VD,2.02109E+13,26969
VD,2.02109E+13,26908
VD,2.02109E+13,26693
VD,2.02109E+13,26437
VD,2.02109E+13,26226
VD,2.02109E+13,26121
VD,2.02109E+13,26016
VD,2.02109E+13,25900
VD,2.02109E+13,25887
VD,2.02109E+13,25695
VD,2.02109E+13,25481
VD,2.02109E+13,25160
VD,2.02109E+13,24962
VD,2.02109E+13,24879
VD,2.02109E+13,24898
VD,2.02109E+13,24848
VD,2.02109E+13,24692
VD,2.02109E+13,24530
VD,2.02109E+13,24505
VD,2.02109E+13,24466
VD,2.02109E+13,24352
VD,2.02109E+13,24233
VD,2.02109E+13,24104
VD,2.02109E+13,23821
VD,2.02109E+13,23794
VD,2.02109E+13,23992
VD,2.02109E+13,24026
VD,2.02109E+13,24004
VD,2.02109E+13,23975
VD,2.02109E+13,23928
VD,2.02109E+13,23930
VD,2.02109E+13,23873
VD,2.02109E+13,23822
VD,2.02109E+13,23746
VD,2.02109E+13,23626
VD,2.02109E+13,23408
VD,2.02109E+13,23322
VD,2.02109E+13,23439
VD,2.02109E+13,23404
VD,2.02109E+13,23381
VD,2.02109E+13,23359
VD,2.02109E+13,23276
VD,2.02109E+13,23329
VD,2.02109E+13,23284
VD,2.02109E+13,23262
VD,2.02109E+13,23274
VD,2.02109E+13,23189
VD,2.02109E+13,23006
VD,2.02109E+13,23009
VD,2.02109E+13,23125
VD,2.02109E+13,23177
VD,2.02109E+13,23175
VD,2.02109E+13,23129
VD,2.02109E+13,23137
VD,2.02109E+13,23182
VD,2.02109E+13,23247
VD,2.02109E+13,23246
VD,2.02109E+13,23243
VD,2.02109E+13,23281
VD,2.02109E+13,23311
VD,2.02109E+13,23328
VD,2.02109E+13,23374
VD,2.02109E+13,23414
VD,2.02109E+13,23422
VD,2.02109E+13,23420
VD,2.02109E+13,23453
VD,2.02109E+13,23332
VD,2.02109E+13,23416
VD,2.02109E+13,23426
VD,2.02109E+13,23528
VD,2.02109E+13,23571
VD,2.02109E+13,23678
VD,2.02109E+13,24002
VD,2.02109E+13,24193
VD,2.02109E+13,24328
VD,2.02109E+13,24483
VD,2.02109E+13,24519
VD,2.02109E+13,24963
VD,2.02109E+13,25696
VD,2.02109E+13,26193
VD,2.02109E+13,26431
VD,2.02109E+13,26684
VD,2.02109E+13,26908
VD,2.02109E+13,27124
VD,2.02109E+13,27567
VD,2.02109E+13,28011
VD,2.02109E+13,28046
VD,2.02109E+13,28344
VD,2.02109E+13,28606
VD,2.02109E+13,28518
VD,2.02109E+13,28742
VD,2.02109E+13,29115
VD,2.02109E+13,29474
VD,2.02109E+13,29852
VD,2.02109E+13,29955
VD,2.02109E+13,30013
VD,2.02109E+13,30224
VD,2.02109E+13,30365
VD,2.02109E+13,30477
VD,2.02109E+13,30621
VD,2.02109E+13,30701
VD,2.02109E+13,30703
VD,2.02109E+13,31021
VD,2.02109E+13,31239
VD,2.02109E+13,31266
VD,2.02109E+13,31251
VD,2.02109E+13,31246
VD,2.02109E+13,31272
VD,2.02109E+13,31282
VD,2.02109E+13,31298
VD,2.02109E+13,31294
VD,2.02109E+13,31422
VD,2.02109E+13,31450
VD,2.02109E+13,31433
VD,2.02109E+13,31625
VD,2.02109E+13,31750
VD,2.02109E+13,31724
VD,2.02109E+13,31871
VD,2.02109E+13,31832
VD,2.02109E+13,31703
VD,2.02109E+13,31539
VD,2.02109E+13,31531
VD,2.02109E+13,31636
VD,2.02109E+13,31664
VD,2.02109E+13,31578
VD,2.02109E+13,31438
VD,2.02109E+13,31406
VD,2.02109E+13,31354
VD,2.02109E+13,31408
VD,2.02109E+13,31327
VD,2.02109E+13,31269
VD,2.02109E+13,31227
VD,2.02109E+13,31195
VD,2.02109E+13,31174
VD,2.02109E+13,31252
VD,2.02109E+13,31251
VD,2.02109E+13,31225
VD,2.02109E+13,31237
VD,2.02109E+13,31383
VD,2.02109E+13,31472
VD,2.02109E+13,31454
VD,2.02109E+13,31478
VD,2.02109E+13,31473
VD,2.02109E+13,31419
VD,2.02109E+13,31477
VD,2.02109E+13,31415
VD,2.02109E+13,31456
VD,2.02109E+13,31469
VD,2.02109E+13,31440
VD,2.02109E+13,31563
VD,2.02109E+13,31536
VD,2.02109E+13,31473
VD,2.02109E+13,31397
VD,2.02109E+13,31325
VD,2.02109E+13,31250
VD,2.02109E+13,31233
VD,2.02109E+13,31299
VD,2.02109E+13,31382
VD,2.02109E+13,31450
VD,2.02109E+13,31427
VD,2.02109E+13,31372
VD,2.02109E+13,31417
VD,2.02109E+13,31354
VD,2.02109E+13,31241
VD,2.02109E+13,31184
VD,2.02109E+13,31070
VD,2.02109E+13,31026
VD,2.02109E+13,30832
VD,2.02109E+13,30841
VD,2.02109E+13,30723
VD,2.02109E+13,30528
VD,2.02109E+13,30510
VD,2.02109E+13,30377
VD,2.02109E+13,30348
VD,2.02109E+13,30386
VD,2.02109E+13,30397
VD,2.02109E+13,30394
VD,2.02109E+13,30463
VD,2.02109E+13,30426
VD,2.02109E+13,30383
VD,2.02109E+13,30382
VD,2.02109E+13,30409
VD,2.02109E+13,30202
VD,2.02109E+13,30126
VD,2.02109E+13,30059
VD,2.02109E+13,29987
VD,2.02109E+13,29955
VD,2.02109E+13,29948
VD,2.02109E+13,29978
VD,2.02109E+13,29952
VD,2.02109E+13,29938
VD,2.02109E+13,29919
VD,2.02109E+13,30073
VD,2.02109E+13,30190
VD,2.02109E+13,30378
VD,2.02109E+13,30493
VD,2.02109E+13,30536
VD,2.02109E+13,30631
VD,2.02109E+13,30611
VD,2.02109E+13,30700
VD,2.02109E+13,30752
VD,2.02109E+13,30910
VD,2.02109E+13,30842
VD,2.02109E+13,30822
VD,2.02109E+13,30886
VD,2.02109E+13,31009
VD,2.02109E+13,31224
VD,2.02109E+13,31498
VD,2.02109E+13,31606
VD,2.02109E+13,31762
VD,2.02109E+13,31918
VD,2.02109E+13,31971
VD,2.02109E+13,32077
VD,2.02109E+13,32215
VD,2.02109E+13,32283
VD,2.02109E+13,32256
VD,2.02109E+13,32155
VD,2.02109E+13,32201
VD,2.02109E+13,32349
VD,2.02109E+13,32390
VD,2.02109E+13,32387
VD,2.02109E+13,32465
VD,2.02109E+13,32575
VD,2.02109E+13,32590
VD,2.02109E+13,32626
VD,2.02109E+13,32686
VD,2.02109E+13,32556
VD,2.02109E+13,32517
VD,2.02109E+13,32494
VD,2.02109E+13,32406
VD,2.02109E+13,32420
VD,2.02109E+13,32383
VD,2.02109E+13,32344
VD,2.02109E+13,32378
VD,2.02109E+13,32406
VD,2.02109E+13,32385
VD,2.02109E+13,32345
VD,2.02109E+13,32297
VD,2.02109E+13,32312
VD,2.02109E+13,32335
VD,2.02109E+13,32482
VD,2.02109E+13,32445
VD,2.02109E+13,32504
VD,2.02109E+13,32552
VD,2.02109E+13,32529
VD,2.02109E+13,32415
VD,2.02109E+13,32258
VD,2.02109E+13,32117
VD,2.02109E+13,32062
VD,2.02109E+13,31850
VD,2.02109E+13,31482
VD,2.02109E+13,31235
VD,2.02109E+13,31234
VD,2.02109E+13,31086
VD,2.02109E+13,30996
VD,2.02109E+13,31006
VD,2.02109E+13,30978
VD,2.02109E+13,30630
VD,2.02109E+13,30467
VD,2.02109E+13,30400
VD,2.02109E+13,30235
VD,2.02109E+13,30112
VD,2.02109E+13,29966
VD,2.02109E+13,29730
VD,2.02109E+13,29586
VD,2.02109E+13,29289
VD,2.02109E+13,29115
VD,2.02109E+13,29054
VD,2.02109E+13,28886
VD,2.02109E+13,28611
VD,2.02109E+13,28363
VD,2.02109E+13,28295
VD,2.02109E+13,28149
VD,2.02109E+13,27945
VD,2.02109E+13,27756
VD,2.02109E+13,27458
VD,2.02109E+13,27302
VD,2.02109E+13,27148
VD,2.02109E+13,26980
VD,2.02109E+13,26709
VD,2.02109E+13,26481
VD,2.02109E+13,26281
VD,2.02109E+13,26136
VD,2.02109E+13,25972
VD,2.02109E+13,25726
VD,2.02109E+13,25455
VD,2.02109E+13,25204
VD,2.02109E+13,24944
VD,2.02109E+13,24693
VD,2.02109E+13,24538
VD,2.02109E+13,24355
VD,2.02109E+13,24077
VD,2.02109E+13,23808
VD,2.02109E+13,23681
VD,2.02109E+13,23449
VD,2.02109E+13,23277
VD,2.02109E+13,23067
VD,2.02109E+13,22966
VD,2.02109E+13,22828
VD,2.02109E+13,22756
VD,2.02109E+13,22817
VD,2.02109E+13,22769
VD,2.02109E+13,22679
VD,2.02109E+13,22722
VD,2.02109E+13,22753
